,基金代码,拼音缩写,基金简称,基金类型,拼音全称
8102,009907,XCCZLHPZHHA,湘财长泽灵活配置混合A,混合型-灵活,XIANGCAICHANGZELINGHUOPEIZHIHUNHEA
8103,009908,XCCZLHPZHHC,湘财长泽灵活配置混合C,混合型-灵活,XIANGCAICHANGZELINGHUOPEIZHIHUNHEC
8104,009909,JSDLXFHHA,嘉实动力先锋混合A,混合型-偏股,JIASHIDONGLIXIANFENGHUNHEA
8105,009910,JSDLXFHHC,嘉实动力先锋混合C,混合型-偏股,JIASHIDONGLIXIANFENGHUNHEC
8106,009911,CXJZLCLNDKC,长信价值蓝筹两年定开C,混合型-灵活,CHANGXINJIAZHILANCHOULIANGNIANDINGKAIC
8107,009912,JTTFGGHHC,九泰天富改革混合C,混合型-灵活,JIUTAITIANFUGAIGEHUNHEC
8108,009913,ZXBCCZDL,中信保诚成长动力,混合型-偏股,ZHONGXINBAOCHENGCHENGZHANGDONGLI
8109,009914,FGCZDLHH,富国成长动力混合,混合型-偏股,FUGUOCHENGZHANGDONGLIHUNHE
8110,009916,GLHLZQZQA,格林泓利增强债券A,债券型-混合债,GELINHONGLIZENGQIANGZHAIQUANA
8111,009917,GLHLZQZQC,格林泓利增强债券C,债券型-混合债,GELINHONGLIZENGQIANGZHAIQUANC
8112,009918,SYHXCZHHA,上银核心成长混合A,混合型-偏股,SHANGYINHEXINCHENGZHANGHUNHEA
8113,009919,SYHXCZHHC,上银核心成长混合C,混合型-偏股,SHANGYINHEXINCHENGZHANGHUNHEC
8114,009920,PHNNHYNCYQZQA,鹏华年年红一年持有期债券A,债券型-长债,PENGHUANIANNIANHONGYINIANCHIYOUQIZHAIQUANA
8115,009921,PHNNHYNCYQZQC,鹏华年年红一年持有期债券C,债券型-长债,PENGHUANIANNIANHONGYINIANCHIYOUQIZHAIQUANC
8116,009922,HXDFZQA,华夏鼎富债券A,债券型-长债,HUAXIADINGFUZHAIQUANA
8117,009923,HXDFZQC,华夏鼎富债券C,债券型-长债,HUAXIADINGFUZHAIQUANC
8118,009924,ZYZZ15NGKZZS,中银中债1-5年国开债指数,债券型-长债,ZHONGYINZHONGZHAI15NIANGUOKAIZHAIZHISHU
8119,009925,BSHL6GYCYQZQA,博时恒利6个月持有期债券A,债券型-混合债,BOSHIHENGLI6GEYUECHIYOUQIZHAIQUANA
8120,009926,BSHL6GYCYQZQC,博时恒利6个月持有期债券C,债券型-混合债,BOSHIHENGLI6GEYUECHIYOUQIZHAIQUANC
8121,009927,GYJL18GYDKHHA,工银聚利18个月定开混合A,混合型-偏债,GONGYINJULI18GEYUEDINGKAIHUNHEA
8122,009928,GYJL18GYDKHHC,工银聚利18个月定开混合C,混合型-偏债,GONGYINJULI18GEYUEDINGKAIHUNHEC
8123,009929,NFCXQDHHA,南方创新驱动混合A,混合型-偏股,NANFANGCHUANGXINQUDONGHUNHEA
8124,009930,NFCXQDHHC,南方创新驱动混合C,混合型-偏股,NANFANGCHUANGXINQUDONGHUNHEC
8125,009931,CHXXYNCYQHHA,淳厚欣享一年持有期混合A,混合型-偏股,CHUNHOUXINXIANGYINIANCHIYOUQIHUNHEA
8126,009932,YYWJZZYNCYHHA,永赢稳健增长一年持有混合A,混合型-偏债,YONGYINGWENJIANZENGZHANGYINIANCHIYOUHUNHEA
8127,009933,PYASPH66GYDKZA,浦银安盛普华66个月定开债A,债券型-长债,PUYINANSHENGPUHUA66GEYUEDINGKAIZHAIA
8128,009934,PYASPH66GYDKZC,浦银安盛普华66个月定开债C,债券型-长债,PUYINANSHENGPUHUA66GEYUEDINGKAIZHAIC
8129,009935,YHCJJJDZTZQA,银华长江经济带主题债券A,债券型-长债,YINHUACHANGJIANGJINGJIDAIZHUTIZHAIQUANA
8130,009936,YHCJJJDZTZQC,银华长江经济带主题债券C,债券型-长债,YINHUACHANGJIANGJINGJIDAIZHUTIZHAIQUANC
8131,009937,DFXYYNCYQHHA,东方欣益一年持有期混合A,混合型-偏债,DONGFANGXINYIYINIANCHIYOUQIHUNHEA
8132,009938,DFXYYNCYQHHC,东方欣益一年持有期混合C,混合型-偏债,DONGFANGXINYIYINIANCHIYOUQIHUNHEC
8133,009939,CHXXYNCYQHHC,淳厚欣享一年持有期混合C,混合型-偏股,CHUNHOUXINXIANGYINIANCHIYOUQIHUNHEC
8134,009940,GLWJJZHHA,格林稳健价值混合A,混合型-灵活,GELINWENJIANJIAZHIHUNHEA
8135,009941,GLWJJZHHC,格林稳健价值混合C,混合型-灵活,GELINWENJIANJIAZHIHUNHEC
8136,009942,CTZGHYZDZZQE,财通资管鸿益中短债债券E,债券型-中短债,CAITONGZIGUANHONGYIZHONGDUANZHAIZHAIQUANE
8137,009943,PYASWJFLZQA,浦银安盛稳健丰利债券A,债券型-混合债,PUYINANSHENGWENJIANFENGLIZHAIQUANA
8138,009944,PYASWJFLZQC,浦银安盛稳健丰利债券C,债券型-混合债,PUYINANSHENGWENJIANFENGLIZHAIQUANC
8139,009947,HBBHZQ,华宝宝泓债券,债券型-长债,HUABAOBAOHONGZHAIQUAN
8140,009950,CTZGJHJZYNCYQHH,财通资管均衡价值一年持有期混合,混合型-偏股,CAITONGZIGUANJUNHENGJIAZHIYINIANCHIYOUQIHUNHE
8141,009951,GFWJHBHHA,广发稳健回报混合A,混合型-平衡,GUANGFAWENJIANHUIBAOHUNHEA
8142,009952,GFWJHBHHC,广发稳健回报混合C,混合型-平衡,GUANGFAWENJIANHUIBAOHUNHEC
8143,009953,HTBRJQZQ,华泰柏瑞锦乾债券,债券型-长债,HUATAIBAIRUIJINQIANZHAIQUAN
8144,009954,BXRFYXCZ,北信瑞丰优选成长,股票型,BEIXINRUIFENGYOUXUANCHENGZHANG
8145,009955,GFXYHHC,广发鑫裕混合C,混合型-灵活,GUANGFAXINYUHUNHEC
8146,009956,GFHYHHA,广发恒誉混合A,混合型-偏债,GUANGFAHENGYUHUNHEA
8147,009957,GFHYHHC,广发恒誉混合C,混合型-偏债,GUANGFAHENGYUHUNHEC
8148,009958,CAXYXFHHA,长安鑫悦消费混合A,混合型-偏股,CHANGANXINYUEXIAOFEIHUNHEA
8149,009959,CAXYXFHHC,长安鑫悦消费混合C,混合型-偏股,CHANGANXINYUEXIAOFEIHUNHEC
8150,009960,YHDYJYHH,银华多元机遇混合,混合型-偏股,YINHUADUOYUANJIYUHUNHE
8151,009967,BSRTHH,博时荣泰混合,混合型-灵活,BOSHIRONGTAIHUNHE
8152,009968,JYNXCZHHA,金鹰内需成长混合A,混合型-偏股,JINYINGNEIXUCHENGZHANGHUNHEA
8153,009969,JYNXCZHHC,金鹰内需成长混合C,混合型-偏股,JINYINGNEIXUCHENGZHANGHUNHEC
8154,009970,CTNXZZ12GYDKHH,财通内需增长12个月定开混合,混合型-偏股,CAITONGNEIXUZENGZHANG12GEYUEDINGKAIHUNHE
8155,009975,HBBPMGXFRMBC,华宝标普美国消费人民币C,QDII,HUABAOBIAOPUMEIGUOXIAOFEIRENMINBIC
8156,009976,DFJZTHBB,东方金证通货币B,货币型,DONGFANGJINZHENGTONGHUOBIB
8157,009977,YHZLYNCYQHHA,银华招利一年持有期混合A,混合型-偏债,YINHUAZHAOLIYINIANCHIYOUQIHUNHEA
8158,009978,YHZLYNCYQHHC,银华招利一年持有期混合C,混合型-偏债,YINHUAZHAOLIYINIANCHIYOUQIHUNHEC
8159,009979,XHAXHR88GYDKZA,新华安享惠融88个月定开债A,债券型-长债,XINHUAANXIANGHUIRONG88GEYUEDINGKAIZHAIA
8160,009980,XHAXHR88GYDKZC,新华安享惠融88个月定开债C,债券型-长债,XINHUAANXIANGHUIRONG88GEYUEDINGKAIZHAIC
8161,009981,WJCYBZSZQA,万家创业板指数增强A,指数型-股票,WANJIACHUANGYEBANZHISHUZENGQIANGA
8162,009982,WJCYBZSZQC,万家创业板指数增强C,指数型-股票,WANJIACHUANGYEBANZHISHUZENGQIANGC
8163,009983,YYGGTPZSHHXHH,永赢港股通品质生活慧选混合,混合型-偏股,YONGYINGGANGGUTONGPINZHISHENGHUOHUIXUANHUNHE
8164,009984,PHQHLNFBYZHH,鹏华启航两年封闭运作混合,混合型-偏股,PENGHUAQIHANGLIANGNIANFENGBIYUNZUOHUNHE
8165,009985,YYXLZGDJDZE,永赢迅利中高等级短债E,债券型-中短债,YONGYINGXUNLIZHONGGAODENGJIDUANZHAIE
8166,009986,THCXLHA,天弘创新领航A,混合型-偏股,TIANHONGCHUANGXINLINGHANGA
8167,009987,THCXLHC,天弘创新领航C,混合型-偏股,TIANHONGCHUANGXINLINGHANGC
8168,009988,XDAYLCJXGP,信达澳银蓝筹精选股票,股票型,XINDAAOYINLANCHOUJINGXUANGUPIAO
8169,009989,HBYJJXHH,华宝研究精选混合,混合型-偏股,HUABAOYANJIUJINGXUANHUNHE
8170,009990,HTBRPZYXA,华泰柏瑞品质优选A,混合型-偏股,HUATAIBAIRUIPINZHIYOUXUANA
8171,009991,HTBRPZYXC,华泰柏瑞品质优选C,混合型-偏股,HUATAIBAIRUIPINZHIYOUXUANC
8172,009992,JSCCLHCZYHHH,景顺长城量化成长演化混合,混合型-偏股,JINGSHUNCHANGCHENGLIANGHUACHENGZHANGYANHUAHUNHE
8173,009993,JSQYCXHH,嘉实前沿创新混合,混合型-偏股,JIASHIQIANYANCHUANGXINHUNHE
8174,009994,JSCXXFHHA,嘉实创新先锋混合A,混合型-偏股,JIASHICHUANGXINXIANFENGHUNHEA
8175,009995,JSCXXFHHC,嘉实创新先锋混合C,混合型-偏股,JIASHICHUANGXINXIANFENGHUNHEC
8176,009998,STMGHJLNCYQ,上投摩根慧见两年持有期,混合型-偏股,SHANGTOUMOGENHUIJIANLIANGNIANCHIYOUQI
8177,009999,DFZGHLHH,东方中国红利混合,混合型-偏股,DONGFANGZHONGGUOHONGLIHUNHE
8178,010000,CCZGZZLHPZHHC,长城中国智造灵活配置混合C,混合型-灵活,CHANGCHENGZHONGGUOZHIZAOLINGHUOPEIZHIHUNHEC
8179,010001,CJHXYJJXGPA,创金合信研究精选股票A,股票型,CHUANGJINHEXINYANJIUJINGXUANGUPIAOA
8180,010002,CJHXYJJXGPC,创金合信研究精选股票C,股票型,CHUANGJINHEXINYANJIUJINGXUANGUPIAOC
8181,010003,JSCCDZXXCYGPA,景顺长城电子信息产业股票A,股票型,JINGSHUNCHANGCHENGDIANZIXINXICHANYEGUPIAOA
8182,010004,JSCCDZXXCYGPC,景顺长城电子信息产业股票C,股票型,JINGSHUNCHANGCHENGDIANZIXINXICHANYEGUPIAOC
8183,010005,PYXJTLHBE,鹏扬现金通利货币E,货币型,PENGYANGXIANJINTONGLIHUOBIE
8184,010006,NFYDYNCYQHHA,南方誉鼎一年持有期混合A,混合型-偏债,NANFANGYUDINGYINIANCHIYOUQIHUNHEA
8185,010007,NFYDYNCYQHHC,南方誉鼎一年持有期混合C,混合型-偏债,NANFANGYUDINGYINIANCHIYOUQIHUNHEC
8186,010008,ZRCZYXHHA,中融成长优选混合A,混合型-偏股,ZHONGRONGCHENGZHANGYOUXUANHUNHEA
8187,010009,ZRCZYXHHC,中融成长优选混合C,混合型-偏股,ZHONGRONGCHENGZHANGYOUXUANHUNHEC
8188,010010,GTRYGGT6GYDKGP,国投瑞银港股通6个月定开股票,股票型,GUOTOURUIYINGANGGUTONG6GEYUEDINGKAIGUPIAO
8189,010011,JSJYZL6GYCYQZQA,景顺景颐招利6个月持有期债券A,债券型-混合债,JINGSHUNJINGYIZHAOLI6GEYUECHIYOUQIZHAIQUANA
8190,010012,JSJYZL6GYCYQZQC,景顺景颐招利6个月持有期债券C,债券型-混合债,JINGSHUNJINGYIZHAOLI6GEYUECHIYOUQIZHAIQUANC
8191,010013,YFDXXHYJXGP,易方达信息行业精选股票,股票型,YIFANGDAXINXIHANGYEJINGXUANGUPIAO
8192,010014,HXDQZQA,华夏鼎清债券A,债券型-混合债,HUAXIADINGQINGZHAIQUANA
8193,010015,HXDQZQC,华夏鼎清债券C,债券型-混合债,HUAXIADINGQINGZHAIQUANC
8194,010016,HXKJQY6GYDKHHA,华夏科技前沿6个月定开混合A,混合型-偏股,HUAXIAKEJIQIANYAN6GEYUEDINGKAIHUNHEA
8195,010017,HXKJQY6GYDKHHC,华夏科技前沿6个月定开混合C,混合型-偏股,HUAXIAKEJIQIANYAN6GEYUEDINGKAIHUNHEC
8196,010018,ZSRZYNCYQHHA,招商瑞泽一年持有期混合A,混合型-偏债,ZHAOSHANGRUIZEYINIANCHIYOUQIHUNHEA
8197,010019,ZSRZYNCYQHHC,招商瑞泽一年持有期混合C,混合型-偏债,ZHAOSHANGRUIZEYINIANCHIYOUQIHUNHEC
8198,010020,HXXSJJZTJXHH,华夏线上经济主题精选混合,混合型-偏股,HUAXIAXIANSHANGJINGJIZHUTIJINGXUANHUNHE
8199,010021,GFYQJXHHC,广发优企精选混合C,混合型-灵活,GUANGFAYOUQIJINGXUANHUNHEC
8200,010022,GFXFPJXHHC,广发消费品精选混合C,混合型-偏股,GUANGFAXIAOFEIPINJINGXUANHUNHEC
8201,010023,GFZZYJXHHC,广发制造业精选混合C,混合型-偏股,GUANGFAZHIZAOYEJINGXUANHUNHEC
8202,010024,GFHGSXQDGPC,广发沪港深新起点股票C,股票型,GUANGFAHUGANGSHENXINQIDIANGUPIAOC
8203,010025,GFJFHHC,广发聚丰混合C,混合型-偏股,GUANGFAJUFENGHUNHEC
8204,010026,GFJRHHC,广发聚瑞混合C,混合型-偏股,GUANGFAJURUIHUNHEC
8205,010027,JSCCHXZJYNCYHH,景顺长城核心中景一年持有混合,混合型-偏股,JINGSHUNCHANGCHENGHEXINZHONGJINGYINIANCHIYOUHUNHE
8206,010028,HTBRCXSJHHC,华泰柏瑞创新升级混合C,混合型-偏股,HUATAIBAIRUICHUANGXINSHENGJIHUNHEC
8207,010029,FGWJHB12GYCYQHHA,富国稳进回报12个月持有期混合A,混合型-偏债,FUGUOWENJINHUIBAO12GEYUECHIYOUQIHUNHEA
8208,010030,FGWJHB12GYCYQHHC,富国稳进回报12个月持有期混合C,混合型-偏债,FUGUOWENJINHUIBAO12GEYUECHIYOUQIHUNHEC
8209,010031,HTBRSWYYHHC,华泰柏瑞生物医药混合C,混合型-灵活,HUATAIBAIRUISHENGWUYIYAOHUNHEC
8210,010032,HTBRXXCYHHC,华泰柏瑞新兴产业混合C,混合型-偏股,HUATAIBAIRUIXINXINGCHANYEHUNHEC
8211,010033,AXCZJXHHA,安信成长精选混合A,混合型-偏股,ANXINCHENGZHANGJINGXUANHUNHEA
8212,010034,AXCZJXHHC,安信成长精选混合C,混合型-偏股,ANXINCHENGZHANGJINGXUANHUNHEC
8213,010035,PAGDJZE,平安高等级债E,债券型-长债,PINGANGAODENGJIZHAIE
8214,010036,GFHTLGYCYQHHA,广发恒通六个月持有期混合A,混合型-偏债,GUANGFAHENGTONGLIUGEYUECHIYOUQIHUNHEA
8215,010037,HTBRJZZZHHC,华泰柏瑞价值增长混合C,混合型-偏股,HUATAIBAIRUIJIAZHIZENGZHANGHUNHEC
8216,010038,GFHTLGYCYQHHC,广发恒通六个月持有期混合C,混合型-偏债,GUANGFAHENGTONGLIUGEYUECHIYOUQIHUNHEC
8217,010041,JSGGYSHHA,嘉实港股优势混合A,混合型-偏股,JIASHIGANGGUYOUSHIHUNHEA
8218,010042,JSGGYSHHC,嘉实港股优势混合C,混合型-偏股,JIASHIGANGGUYOUSHIHUNHEC
8219,010043,THAKYHHHA,天弘安康颐和混合A,混合型-偏债,TIANHONGANKANGYIHEHUNHEA
8220,010044,THAKYHHHC,天弘安康颐和混合C,混合型-偏债,TIANHONGANKANGYIHEHUNHEC
8221,010045,HTFWJTYYNCYHH,汇添富稳健添盈一年持有混合,混合型-偏债,HUITIANFUWENJIANTIANYINGYINIANCHIYOUHUNHE
8222,010046,BSJFAYNCYHHFOFA,博时金福安一年持有混合(FOF)A,混合型-平衡,BOSHIJINFUANYINIANCHIYOUHUNHEFOFA
8223,010047,BSJFAYNCYHHFOFC,博时金福安一年持有混合(FOF)C,混合型-平衡,BOSHIJINFUANYINIANCHIYOUHUNHEFOFC
8224,010048,PADZI,平安短债I,债券型-中短债,PINGANDUANZHAII
8225,010049,CCCZXFHHA,长城成长先锋混合A,混合型-偏股,CHANGCHENGCHENGZHANGXIANFENGHUNHEA
8226,010050,CCCZXFHHC,长城成长先锋混合C,混合型-偏股,CHANGCHENGCHENGZHANGXIANFENGHUNHEC
8227,010051,CCGZBHBC,长城工资宝货币C,货币型,CHANGCHENGGONGZIBAOHUOBIC
8228,010052,CCJJCXCZHHC,长城久嘉创新成长混合C,混合型-灵活,CHANGCHENGJIUJIACHUANGXINCHENGZHANGHUNHEC
8229,010053,AXJLZQZQB,安信聚利增强债券B,债券型-混合债,ANXINJULIZENGQIANGZHAIQUANB
8230,010054,WJJKCYHHA,万家健康产业混合A,混合型-偏股,WANJIAJIANKANGCHANYEHUNHEA
8231,010055,WJJKCYHHC,万家健康产业混合C,混合型-偏股,WANJIAJIANKANGCHANYEHUNHEC
8232,010056,PARXYNDKHHA,平安瑞兴一年定开混合A,混合型-偏债,PINGANRUIXINGYINIANDINGKAIHUNHEA
8233,010057,PARXYNDKHHC,平安瑞兴一年定开混合C,混合型-偏债,PINGANRUIXINGYINIANDINGKAIHUNHEC
8234,010058,THRCYNCYQHH,天弘荣创一年持有期混合,混合型-偏债,TIANHONGRONGCHUANGYINIANCHIYOUQIHUNHE
8235,010059,DFHDY3GYDKHH,东方红鼎元3个月定开混合,混合型-偏股,DONGFANGHONGDINGYUAN3GEYUEDINGKAIHUNHE
8236,010060,HTBRJLHHA,华泰柏瑞景利混合A,混合型-偏债,HUATAIBAIRUIJINGLIHUNHEA
8237,010061,HTBRJLHHC,华泰柏瑞景利混合C,混合型-偏债,HUATAIBAIRUIJINGLIHUNHEC
8238,010062,NFHYJXYNHHA,南方行业精选一年混合A,混合型-偏股,NANFANGHANGYEJINGXUANYINIANHUNHEA
8239,010063,NFHYJXYNHHC,南方行业精选一年混合C,混合型-偏股,NANFANGHANGYEJINGXUANYINIANHUNHEC
8240,010064,YXYFXYA,圆信永丰兴研A,混合型-灵活,YUANXINYONGFENGXINGYANA
8241,010065,YXYFXYC,圆信永丰兴研C,混合型-灵活,YUANXINYONGFENGXINGYANC
8242,010066,FZFBZZ500ZSZQA,方正富邦中证500指数增强A,指数型-股票,FANGZHENGFUBANGZHONGZHENG500ZHISHUZENGQIANGA
8243,010067,FZFBZZ500ZSZQC,方正富邦中证500指数增强C,指数型-股票,FANGZHENGFUBANGZHONGZHENG500ZHISHUZENGQIANGC
8244,010068,GYSYZQA,工银双盈债券A,债券型-混合债,GONGYINSHUANGYINGZHAIQUANA
8245,010069,GYSYZQC,工银双盈债券C,债券型-混合债,GONGYINSHUANGYINGZHAIQUANC
8246,010070,FZFBESGZTTZHHA,方正富邦ESG主题投资混合A,混合型-偏股,FANGZHENGFUBANGESGZHUTITOUZIHUNHEA
8247,010071,FZFBESGZTTZHHC,方正富邦ESG主题投资混合C,混合型-偏股,FANGZHENGFUBANGESGZHUTITOUZIHUNHEC
8248,010072,FZFBCLJXA,方正富邦策略精选A,混合型-偏股,FANGZHENGFUBANGCELUEJINGXUANA
8249,010073,FZFBCLJXC,方正富邦策略精选C,混合型-偏股,FANGZHENGFUBANGCELUEJINGXUANC
8250,010074,NFYLYNHHA,南方誉隆一年混合A,混合型-偏债,NANFANGYULONGYINIANHUNHEA
8251,010075,NFYLYNHHC,南方誉隆一年混合C,混合型-偏债,NANFANGYULONGYINIANHUNHEC
8252,010076,XCCHLHPZHHA,湘财长弘灵活配置混合A,混合型-灵活,XIANGCAICHANGHONGLINGHUOPEIZHIHUNHEA
8253,010077,XCCHLHPZHHC,湘财长弘灵活配置混合C,混合型-灵活,XIANGCAICHANGHONGLINGHUOPEIZHIHUNHEC
8254,010078,BSHRYNHHA,博时恒荣一年混合A,混合型-偏债,BOSHIHENGRONGYINIANHUNHEA
8255,010079,BSHRYNHHC,博时恒荣一年混合C,混合型-偏债,BOSHIHENGRONGYINIANHUNHEC
8256,010080,ZOYSCZSGYDKHH,中欧优势成长三个月定开混合,混合型-偏股,ZHONGOUYOUSHICHENGZHANGSANGEYUEDINGKAIHUNHE
8257,010081,TKHZHHA,泰康浩泽混合A,混合型-偏债,TAIKANGHAOZEHUNHEA
8258,010082,TKHZHHC,泰康浩泽混合C,混合型-偏债,TAIKANGHAOZEHUNHEC
8259,010083,ZYXXLLZ,中银欣享利率债,债券型-长债,ZHONGYINXINXIANGLILVZHAI
8260,010084,FCFRZQA,蜂巢丰瑞债券A,债券型-混合债,FENGCHAOFENGRUIZHAIQUANA
8261,010085,FCFRZQC,蜂巢丰瑞债券C,债券型-混合债,FENGCHAOFENGRUIZHAIQUANC
8262,010086,ZYCZFLZQA,中邮纯债丰利债券A,债券型-长债,ZHONGYOUCHUNZHAIFENGLIZHAIQUANA
8263,010087,ZYCZFLZQC,中邮纯债丰利债券C,债券型-长债,ZHONGYOUCHUNZHAIFENGLIZHAIQUANC
8264,010088,GYYZCZHHA,工银优质成长混合A,混合型-偏股,GONGYINYOUZHICHENGZHANGHUNHEA
8265,010089,GYYZCZHHC,工银优质成长混合C,混合型-偏股,GONGYINYOUZHICHENGZHANGHUNHEC
8266,010090,ZXJTYYJKA,中信建投医药健康A,混合型-偏股,ZHONGXINJIANTOUYIYAOJIANKANGA
8267,010091,ZXJTYYJKC,中信建投医药健康C,混合型-偏股,ZHONGXINJIANTOUYIYAOJIANKANGC
8268,010092,YYHJXYZ,永赢华嘉信用债,债券型-长债,YONGYINGHUAJIAXINYONGZHAI
8269,010093,XBLDGGTXJYHHC,西部利得港股通新机遇混合C,混合型-灵活,XIBULIDEGANGGUTONGXINJIYUHUNHEC
8270,010094,JYCYJYHH,交银产业机遇混合,混合型-偏股,JIAOYINCHANYEJIYUHUNHE
8271,010096,BYXXSGYZQA,博远鑫享三个月债券A,债券型-混合债,BOYUANXINXIANGSANGEYUEZHAIQUANA
8272,010097,BYXXSGYZQC,博远鑫享三个月债券C,债券型-混合债,BOYUANXINXIANGSANGEYUEZHAIQUANC
8273,010098,BYXXSGYZQE,博远鑫享三个月债券E,债券型-混合债,BOYUANXINXIANGSANGEYUEZHAIQUANE
8274,010099,MSJYHZ3GYDKZ,民生加银汇智3个月定开债,债券型-长债,MINSHENGJIAYINHUIZHI3GEYUEDINGKAIZHAI
8275,010100,CJHXDC3GYDKHHA,创金合信鼎诚3个月定开混合A,混合型-偏债,CHUANGJINHEXINDINGCHENG3GEYUEDINGKAIHUNHEA
8276,010101,CJHXDC3GYDKHHC,创金合信鼎诚3个月定开混合C,混合型-偏债,CHUANGJINHEXINDINGCHENG3GEYUEDINGKAIHUNHEC
8277,010102,XBLDXHZQZQA,西部利得鑫泓增强债券A,债券型-混合债,XIBULIDEXINHONGZENGQIANGZHAIQUANA
8278,010103,XBLDXHZQZQC,西部利得鑫泓增强债券C,债券型-混合债,XIBULIDEXINHONGZENGQIANGZHAIQUANC
8279,010104,JSCCXFJXHHA,景顺长城消费精选混合A,混合型-偏股,JINGSHUNCHANGCHENGXIAOFEIJINGXUANHUNHEA
8280,010105,JSCCXFJXHHC,景顺长城消费精选混合C,混合型-偏股,JINGSHUNCHANGCHENGXIAOFEIJINGXUANHUNHEC
8281,010106,HXHXKJ6GYDKHHA,华夏核心科技6个月定开混合A,混合型-偏股,HUAXIAHEXINKEJI6GEYUEDINGKAIHUNHEA
8282,010107,HXHXKJ6GYDKHHC,华夏核心科技6个月定开混合C,混合型-偏股,HUAXIAHEXINKEJI6GEYUEDINGKAIHUNHEC
8283,010108,JSCCHXZJHH,景顺长城核心招景混合,混合型-偏股,JINGSHUNCHANGCHENGHEXINZHAOJINGHUNHE
8284,010109,FGJZZZHH,富国价值增长混合,混合型-偏股,FUGUOJIAZHIZENGZHANGHUNHE
8285,010110,GFYYJKHHA,广发医药健康混合A,混合型-偏股,GUANGFAYIYAOJIANKANGHUNHEA
8286,010111,GFYYJKHHC,广发医药健康混合C,混合型-偏股,GUANGFAYIYAOJIANKANGHUNHEC
8287,010112,GFYJJXGPA,广发研究精选股票A,股票型,GUANGFAYANJIUJINGXUANGUPIAOA
8288,010113,GFYJJXGPC,广发研究精选股票C,股票型,GUANGFAYANJIUJINGXUANGUPIAOC
8289,010114,HBXXCZHH,华宝新兴成长混合,混合型-偏股,HUABAOXINXINGCHENGZHANGHUNHE
8290,010115,YFDYJCZHHA,易方达远见成长混合A,混合型-偏股,YIFANGDAYUANJIANCHENGZHANGHUNHEA
8291,010116,MSJYXXCYHHA,民生加银新兴产业混合A,混合型-偏股,MINSHENGJIAYINXINXINGCHANYEHUNHEA
8292,010117,MSJYXXCYHHC,民生加银新兴产业混合C,混合型-偏股,MINSHENGJIAYINXINXINGCHANYEHUNHEC
8293,010118,THDYSYZQA,天弘多元收益债券A,债券型-混合债,TIANHONGDUOYUANSHOUYIZHAIQUANA
8294,010119,THDYSYZQC,天弘多元收益债券C,债券型-混合债,TIANHONGDUOYUANSHOUYIZHAIQUANC
8295,010120,JTJFLHGPA,九泰久福量化股票A,股票型,JIUTAIJIUFULIANGHUAGUPIAOA
8296,010121,JTJFLHGPC,九泰久福量化股票C,股票型,JIUTAIJIUFULIANGHUAGUPIAOC
8297,010122,HTBRYSLHHHA,华泰柏瑞优势领航混合A,混合型-偏股,HUATAIBAIRUIYOUSHILINGHANGHUNHEA
8298,010123,HTBRYSLHHHC,华泰柏瑞优势领航混合C,混合型-偏股,HUATAIBAIRUIYOUSHILINGHANGHUNHEC
8299,010124,XYJQYXHHA,兴银景气优选混合A,混合型-偏股,XINGYINJINGQIYOUXUANHUNHEA
8300,010125,XYJQYXHHC,兴银景气优选混合C,混合型-偏股,XINGYINJINGQIYOUXUANHUNHEC
8301,010126,PAJZCZHHA,平安价值成长混合A,混合型-偏股,PINGANJIAZHICHENGZHANGHUNHEA
8302,010127,PAJZCZHHC,平安价值成长混合C,混合型-偏股,PINGANJIAZHICHENGZHANGHUNHEC
8303,010128,BYFZXDNGPA,宝盈发展新动能股票A,股票型,BAOYINGFAZHANXINDONGNENGGUPIAOA
8304,010129,BYFZXDNGPC,宝盈发展新动能股票C,股票型,BAOYINGFAZHANXINDONGNENGGUPIAOC
8305,010130,HFTHZYNDKHHA,海富通惠增一年定开混合A,混合型-灵活,HAIFUTONGHUIZENGYINIANDINGKAIHUNHEA
8306,010131,HFTHZYNDKHHC,海富通惠增一年定开混合C,混合型-灵活,HAIFUTONGHUIZENGYINIANDINGKAIHUNHEC
8307,010132,NFCXCZHHA,南方创新成长混合A,混合型-偏股,NANFANGCHUANGXINCHENGZHANGHUNHEA
8308,010133,NFCXCZHHC,南方创新成长混合C,混合型-偏股,NANFANGCHUANGXINCHENGZHANGHUNHEC
8309,010134,GFXJJHHC,广发新经济混合C,混合型-偏股,GUANGFAXINJINGJIHUNHEC
8310,010135,TDGYFCX6GYHHA,泰达高研发创新6个月混合A,混合型-偏股,TAIDAGAOYANFACHUANGXIN6GEYUEHUNHEA
8311,010136,TDGYFCX6GYHHC,泰达高研发创新6个月混合C,混合型-偏股,TAIDAGAOYANFACHUANGXIN6GEYUEHUNHEC
8312,010137,HTBRLHCXHHA,华泰柏瑞量化创享混合A,混合型-偏股,HUATAIBAIRUILIANGHUACHUANGXIANGHUNHEA
8313,010138,HTBRLHCXHHC,华泰柏瑞量化创享混合C,混合型-偏股,HUATAIBAIRUILIANGHUACHUANGXIANGHUNHEC
8314,010139,BYYPCZZQA,宝盈盈沛纯债债券A,债券型-长债,BAOYINGYINGPEICHUNZHAIZHAIQUANA
